GS.WDT.2008183000000.BHE[115335, 117675]
XX.MXI.2008208000000.BHN[4018370, 4021070]
XX.MXI.2008208000000.BHN[4152620, 4154150]
XX.MXI.2008208000000.BHN[4153920, 4155510]
XX.MXI.2008208000000.BHN[4247375, 4248785]
XX.MXI.2008208000000.BHN[4291915, 4293355]
XX.MXI.2008208000000.BHN[4420050, 4421640]
XX.MXI.2008208000000.BHN[4443025, 4444735]
XX.MXI.2008208000000.BHN[5867535, 5870115]
XX.MXI.2008208000000.BHN[6168450, 6172290]
XX.MXI.2008208000000.BHN[6257685, 6259575]
XX.MXI.2008208000000.BHN[7031715, 7033395]
XX.MXI.2008208000000.BHN[7248200, 7249730]
XX.MXI.2008208000000.BHN[8511060, 8512860]
XX.JMG.2008196000000.BHZ[600155, 602465]
XX.JMG.2008196000000.BHZ[1916505, 1918335]
XX.JMG.2008196000000.BHZ[1918585, 1921525]
XX.JMG.2008196000000.BHZ[2213200, 2215900]
XX.JMG.2008196000000.BHZ[3673220, 3678050]
XX.JMG.2008196000000.BHZ[4019625, 4026255]
XX.JMG.2008196000000.BHZ[5479445, 5483255]
XX.JMG.2008196000000.BHZ[6169585, 6172975]
XX.JMG.2008196000000.BHZ[6500065, 6503605]
XX.JMG.2008196000000.BHZ[6881805, 6883455]
XX.JMG.2008196000000.BHZ[7014695, 7017695]
XX.JMG.2008196000000.BHZ[7765880, 7768400]
XX.JMG.2008196000000.BHZ[8444565, 8447955]
XX.HSH.2008204000000.BHE[110200, 114370]
XX.HSH.2008204000000.BHE[134400, 140070]
XX.HSH.2008204000000.BHE[144905, 152765]
XX.HSH.2008204000000.BHE[162250, 170230]
XX.HSH.2008204000000.BHE[531125, 547505]
XX.HSH.2008204000000.BHE[669305, 672995]
XX.HSH.2008204000000.BHE[800355, 812535]
XX.HSH.2008204000000.BHE[824985, 826905]
XX.HSH.2008204000000.BHE[869275, 875035]
XX.HSH.2008204000000.BHE[1059890, 1066490]
XX.HSH.2008204000000.BHE[2705555, 2707295]
XX.HSH.2008204000000.BHE[2935710, 2938890]
XX.HSH.2008204000000.BHE[2996040, 2997750]
XX.HSH.2008204000000.BHE[3112155, 3116325]
XX.HSH.2008204000000.BHE[3639860, 3641660]
XX.HSH.2008204000000.BHE[3772150, 3779170]
XX.HSH.2008204000000.BHE[3949685, 3951545]
XX.HSH.2008204000000.BHE[4117290, 4124130]
XX.HSH.2008204000000.BHE[4878370, 4882270]
XX.HSH.2008204000000.BHE[4932245, 4935815]
XX.HSH.2008204000000.BHE[5381610, 5383530]
XX.HSH.2008204000000.BHE[5968570, 5970340]
XX.HSH.2008204000000.BHE[8183665, 8185765]
XX.HSH.2008204000000.BHE[8349535, 8351095]
XX.HSH.2008204000000.BHE[8604510, 8607900]
XX.HSH.2008204000000.BHE[8620495, 8623765]
XX.JJS.2008189000000.BHZ[289665, 293085]
XX.JJS.2008189000000.BHZ[839080, 842170]
XX.JJS.2008189000000.BHZ[5463720, 5467620]
XX.JJS.2008189000000.BHZ[6377900, 6381140]
XX.JJS.2008189000000.BHZ[8477710, 8479450]
XX.JJS.2008189000000.BHZ[8557395, 8560665]
XX.JMG.2008210000000.BHN[341975, 345815]
XX.JMG.2008210000000.BHN[5861075, 5862665]
XX.HSH.2008196000000.BHZ[30790, 33280]
XX.HSH.2008196000000.BHZ[84605, 87245]
XX.JJS.2008204000000.BHE[1459640, 1460870]
XX.JJS.2008204000000.BHE[1462120, 1464640]
XX.JJS.2008204000000.BHE[1613705, 1614905]
XX.JJS.2008204000000.BHE[2659285, 2663425]
XX.JJS.2008204000000.BHE[3197405, 3199985]
XX.JJS.2008204000000.BHE[3329295, 3330705]
XX.JJS.2008204000000.BHE[3688035, 3694395]
XX.JJS.2008204000000.BHE[4911980, 4913510]
XX.JJS.2008204000000.BHE[4912820, 4917260]
XX.JJS.2008204000000.BHE[4939115, 4941065]
XX.MXI.2008188000000.BHN[160210, 161500]
XX.MXI.2008188000000.BHN[606610, 608410]
XX.MXI.2008188000000.BHN[639300, 643020]
XX.MXI.2008188000000.BHN[1061100, 1062360]
XX.MXI.2008188000000.BHN[1391205, 1392705]
XX.MXI.2008188000000.BHN[1594630, 1596430]
XX.MXI.2008188000000.BHN[1596220, 1597690]
XX.MXI.2008188000000.BHN[1760475, 1761645]
XX.MXI.2008188000000.BHN[1796215, 1798045]
XX.MXI.2008188000000.BHN[2070050, 2072060]
XX.MXI.2008188000000.BHN[2394730, 2395990]
XX.MXI.2008188000000.BHN[2818650, 2820570]
XX.MXI.2008188000000.BHN[3035785, 3036985]
XX.MXI.2008188000000.BHN[3041495, 3043445]
XX.MXI.2008188000000.BHN[3101955, 3103335]
XX.MXI.2008188000000.BHN[3296160, 3297900]
XX.MXI.2008188000000.BHN[3558530, 3560600]
XX.MXI.2008188000000.BHN[3612710, 3613970]
XX.MXI.2008188000000.BHN[3758240, 3759590]
XX.MXI.2008188000000.BHN[3849660, 3850860]
XX.MXI.2008188000000.BHN[3854970, 3856170]
XX.MXI.2008188000000.BHN[3931055, 3933125]
XX.MXI.2008188000000.BHN[4003035, 4004685]
XX.MXI.2008188000000.BHN[4013800, 4015150]
XX.MXI.2008188000000.BHN[4392010, 4393360]
XX.MXI.2008188000000.BHN[4546280, 4547810]
XX.MXI.2008188000000.BHN[5415730, 5416900]
XX.MXI.2008188000000.BHN[5478700, 5479960]
XX.MXI.2008188000000.BHN[5771585, 5773715]
XX.MXI.2008188000000.BHN[5793030, 5795190]
XX.MXI.2008188000000.BHN[5801040, 5802660]
XX.MXI.2008188000000.BHN[6479625, 6481095]
XX.MXI.2008188000000.BHN[6680935, 6682255]
XX.MXI.2008188000000.BHN[7494070, 7495540]
XX.MXI.2008188000000.BHN[7724635, 7726015]
XX.MXI.2008188000000.BHN[7792875, 7794615]
XX.MXI.2008188000000.BHN[7896610, 7898140]
XX.MXI.2008188000000.BHN[7911195, 7912515]
XX.MXI.2008188000000.BHN[7931455, 7933165]
XX.MXI.2008188000000.BHN[8017545, 8018745]
XX.MXI.2008188000000.BHN[8351145, 8352315]
XX.HSH.2008210000000.BHN[420505, 421855]
XX.HSH.2008210000000.BHN[845140, 847930]
XX.HSH.2008210000000.BHN[1153055, 1155035]
XX.HSH.2008210000000.BHN[2529710, 2531060]
XX.HSH.2008210000000.BHN[2536280, 2540630]
XX.HSH.2008210000000.BHN[2631955, 2636275]
XX.HSH.2008210000000.BHN[3154515, 3156525]
XX.HSH.2008210000000.BHN[3156155, 3158675]
XX.HSH.2008210000000.BHN[3323330, 3326810]
XX.HSH.2008210000000.BHN[3524260, 3526180]
XX.HSH.2008210000000.BHN[3794430, 3795750]
XX.HSH.2008210000000.BHN[3795280, 3799540]
XX.HSH.2008210000000.BHN[3954350, 3958910]
XX.HSH.2008210000000.BHN[4006165, 4008175]
XX.HSH.2008210000000.BHN[4393600, 4398280]
XX.HSH.2008210000000.BHN[5279555, 5280725]
XX.JJS.2008196000000.BHZ[449135, 452975]
XX.JJS.2008196000000.BHZ[3154035, 3156675]
XX.JJS.2008196000000.BHZ[4283930, 4285280]
XX.MXI.2008202000000.BHN[69555, 71445]
XX.MXI.2008202000000.BHN[221275, 222565]
XX.MXI.2008202000000.BHN[440515, 441715]
XX.MXI.2008202000000.BHN[455460, 456930]
XX.MXI.2008202000000.BHN[703450, 704620]
XX.MXI.2008202000000.BHN[709925, 712115]
XX.MXI.2008202000000.BHN[722170, 723490]
XX.MXI.2008202000000.BHN[741260, 742910]
XX.MXI.2008202000000.BHN[767565, 774705]
XX.MXI.2008202000000.BHN[780675, 791925]
XX.MXI.2008202000000.BHN[796215, 798315]
XX.MXI.2008202000000.BHN[798945, 800295]
XX.MXI.2008202000000.BHN[803425, 811345]
XX.MXI.2008202000000.BHN[811370, 818240]
XX.MXI.2008202000000.BHN[818905, 824545]
XX.MXI.2008202000000.BHN[824180, 827660]
XX.MXI.2008202000000.BHN[828025, 831655]
XX.MXI.2008202000000.BHN[831780, 834840]
XX.MXI.2008202000000.BHN[834305, 839885]
XX.MXI.2008202000000.BHN[839715, 841035]
XX.MXI.2008202000000.BHN[841170, 850830]
XX.MXI.2008202000000.BHN[849055, 864835]
XX.MXI.2008202000000.BHN[869575, 883255]
XX.MXI.2008202000000.BHN[891210, 897090]
XX.MXI.2008202000000.BHN[896000, 902840]
XX.MXI.2008202000000.BHN[901035, 914565]
XX.MXI.2008202000000.BHN[913315, 924325]
XX.MXI.2008202000000.BHN[924875, 930305]
XX.MXI.2008202000000.BHN[935770, 949660]
XX.MXI.2008202000000.BHN[949705, 955045]
XX.MXI.2008202000000.BHN[1022885, 1025915]
XX.MXI.2008202000000.BHN[1038410, 1040150]
XX.MXI.2008202000000.BHN[1069165, 1072045]
XX.MXI.2008202000000.BHN[1075740, 1077210]
XX.MXI.2008202000000.BHN[1089655, 1090915]
XX.MXI.2008202000000.BHN[1137450, 1138770]
XX.MXI.2008202000000.BHN[1155550, 1156810]
XX.MXI.2008202000000.BHN[1162405, 1165405]
XX.MXI.2008202000000.BHN[1222005, 1223355]
XX.MXI.2008202000000.BHN[1295565, 1297425]
XX.MXI.2008202000000.BHN[1361315, 1362665]
XX.MXI.2008202000000.BHN[1362555, 1364055]
XX.MXI.2008202000000.BHN[1473710, 1475000]
XX.MXI.2008202000000.BHN[1638965, 1640255]
XX.MXI.2008202000000.BHN[1863000, 1864380]
XX.MXI.2008202000000.BHN[1970875, 1972105]
XX.MXI.2008202000000.BHN[2201055, 2202585]
XX.MXI.2008202000000.BHN[2241680, 2242910]
XX.MXI.2008202000000.BHN[2253925, 2255245]
XX.MXI.2008202000000.BHN[2260160, 2262050]
XX.MXI.2008202000000.BHN[2343990, 2345880]
XX.MXI.2008202000000.BHN[2353020, 2356290]
XX.MXI.2008202000000.BHN[2459855, 2461985]
XX.MXI.2008202000000.BHN[2465425, 2467075]
XX.MXI.2008202000000.BHN[2480235, 2481975]
XX.MXI.2008202000000.BHN[2485055, 2486375]
XX.MXI.2008202000000.BHN[2550375, 2551845]
XX.MXI.2008202000000.BHN[2580540, 2582250]
XX.MXI.2008202000000.BHN[2582305, 2583505]
XX.MXI.2008202000000.BHN[2620005, 2622345]
XX.MXI.2008202000000.BHN[2640710, 2642540]
XX.MXI.2008202000000.BHN[2645760, 2647260]
XX.MXI.2008202000000.BHN[2654890, 2656240]
XX.MXI.2008202000000.BHN[2713755, 2718675]
XX.MXI.2008202000000.BHN[2727320, 2729990]
XX.MXI.2008202000000.BHN[2729685, 2731755]
XX.MXI.2008202000000.BHN[2765405, 2766965]
XX.MXI.2008202000000.BHN[2771465, 2773925]
XX.MXI.2008202000000.BHN[2778550, 2780830]
XX.MXI.2008202000000.BHN[2780630, 2782130]
XX.MXI.2008202000000.BHN[2782540, 2783770]
XX.MXI.2008202000000.BHN[2984135, 2985815]
XX.MXI.2008202000000.BHN[3016540, 3018790]
XX.MXI.2008202000000.BHN[3072400, 3074800]
XX.MXI.2008202000000.BHN[3112640, 3116420]
XX.MXI.2008202000000.BHN[3201145, 3202525]
XX.MXI.2008202000000.BHN[3228605, 3232295]
XX.MXI.2008202000000.BHN[3306300, 3307680]
XX.MXI.2008202000000.BHN[3307405, 3310105]
XX.MXI.2008202000000.BHN[3383110, 3384670]
XX.MXI.2008202000000.BHN[3493600, 3495040]
XX.MXI.2008202000000.BHN[3533575, 3535105]
XX.MXI.2008202000000.BHN[3535360, 3536650]
XX.MXI.2008202000000.BHN[3539685, 3543915]
XX.MXI.2008202000000.BHN[3543800, 3545510]
XX.MXI.2008202000000.BHN[3558055, 3561595]
XX.MXI.2008202000000.BHN[3770560, 3772840]
XX.MXI.2008202000000.BHN[3779275, 3780445]
XX.MXI.2008202000000.BHN[3977465, 3980705]
XX.MXI.2008202000000.BHN[3985515, 3986775]
XX.MXI.2008202000000.BHN[4010600, 4011920]
XX.MXI.2008202000000.BHN[4015960, 4017190]
XX.MXI.2008202000000.BHN[4202410, 4204150]
XX.MXI.2008202000000.BHN[4473750, 4475250]
XX.MXI.2008202000000.BHN[5117095, 5118895]
XX.MXI.2008202000000.BHN[5303965, 5305645]
XX.MXI.2008202000000.BHN[6233585, 6235415]
XX.MXI.2008202000000.BHN[6344615, 6346385]
XX.MXI.2008202000000.BHN[6919400, 6921230]
XX.MXI.2008202000000.BHN[8110020, 8113350]
XX.MXI.2008202000000.BHN[8155400, 8156660]
XX.MXI.2008202000000.BHN[8188430, 8191490]
XX.JJS.2008210000000.BHN[435125, 437285]
XX.JJS.2008210000000.BHN[2384650, 2386090]
XX.JJS.2008210000000.BHN[3362075, 3363845]
XX.JJS.2008210000000.BHN[7426190, 7427900]
XX.JJS.2008210000000.BHN[8612600, 8614820]
XX.JMG.2008190000000.BHE[1372460, 1375940]
XX.JMG.2008190000000.BHE[2438835, 2444865]
XX.JMG.2008190000000.BHE[3492505, 3495355]
XX.JMG.2008190000000.BHE[3776610, 3778260]
XX.JMG.2008190000000.BHE[6085540, 6087520]
XX.JMG.2008190000000.BHE[6092035, 6094975]
XX.MXI.2008195000000.BHN[92460, 94380]
XX.MXI.2008195000000.BHN[181425, 182925]
XX.MXI.2008195000000.BHN[186135, 191085]
XX.MXI.2008195000000.BHN[425645, 427865]
XX.MXI.2008195000000.BHN[592060, 593620]
XX.MXI.2008195000000.BHN[613565, 615725]
XX.MXI.2008195000000.BHN[655520, 659360]
XX.MXI.2008195000000.BHN[681115, 682675]
XX.MXI.2008195000000.BHN[695590, 696970]
XX.MXI.2008195000000.BHN[788450, 789860]
XX.MXI.2008195000000.BHN[994165, 995605]
XX.MXI.2008195000000.BHN[1148980, 1154380]
XX.MXI.2008195000000.BHN[1171625, 1173515]
XX.MXI.2008195000000.BHN[1203580, 1204780]
XX.MXI.2008195000000.BHN[1276195, 1277635]
XX.MXI.2008195000000.BHN[1441660, 1443580]
XX.MXI.2008195000000.BHN[1581500, 1584500]
XX.MXI.2008195000000.BHN[1649345, 1651115]
XX.MXI.2008195000000.BHN[1692340, 1693870]
XX.MXI.2008195000000.BHN[1754390, 1756070]
XX.MXI.2008195000000.BHN[1858865, 1860215]
XX.MXI.2008195000000.BHN[1910990, 1912250]
XX.MXI.2008195000000.BHN[2005610, 2006780]
XX.MXI.2008195000000.BHN[2082100, 2083990]
XX.MXI.2008195000000.BHN[2141485, 2143015]
XX.MXI.2008195000000.BHN[2162115, 2163555]
XX.MXI.2008195000000.BHN[2353470, 2357520]
XX.MXI.2008195000000.BHN[2811795, 2813205]
XX.MXI.2008195000000.BHN[2947050, 2948460]
XX.MXI.2008195000000.BHN[3029360, 3030860]
XX.MXI.2008195000000.BHN[3030575, 3032915]
XX.MXI.2008195000000.BHN[3154055, 3155525]
XX.MXI.2008195000000.BHN[3223005, 3225825]
XX.MXI.2008195000000.BHN[3227630, 3229130]
XX.MXI.2008195000000.BHN[3374330, 3376160]
XX.MXI.2008195000000.BHN[3394690, 3396640]
XX.MXI.2008195000000.BHN[3499590, 3500850]
XX.MXI.2008195000000.BHN[3525995, 3529355]
XX.MXI.2008195000000.BHN[3562070, 3563570]
XX.MXI.2008195000000.BHN[3646865, 3649775]
XX.MXI.2008195000000.BHN[3752635, 3755215]
XX.MXI.2008195000000.BHN[3923025, 3924465]
XX.MXI.2008195000000.BHN[4015165, 4017925]
XX.MXI.2008195000000.BHN[4016995, 4022845]
XX.MXI.2008195000000.BHN[4021790, 4028360]
XX.MXI.2008195000000.BHN[4029655, 4031365]
XX.MXI.2008195000000.BHN[4032225, 4036275]
XX.MXI.2008195000000.BHN[4210050, 4211310]
XX.MXI.2008195000000.BHN[4764925, 4766605]
XX.MXI.2008195000000.BHN[4802500, 4803730]
XX.MXI.2008195000000.BHN[5417630, 5419310]
XX.MXI.2008195000000.BHN[6157470, 6159690]
XX.MXI.2008195000000.BHN[6187665, 6188895]
XX.MXI.2008195000000.BHN[6416645, 6417995]
XX.MXI.2008195000000.BHN[6479835, 6481305]
XX.MXI.2008195000000.BHN[8056050, 8057460]
XX.MXI.2008195000000.BHN[8081020, 8082850]
XX.MXI.2008195000000.BHN[8339780, 8342660]
XX.JMG.2008204000000.BHN[2245945, 2247625]
XX.JMG.2008204000000.BHN[3200315, 3202325]
XX.JMG.2008204000000.BHN[3282875, 3284345]
XX.JMG.2008204000000.BHN[3730905, 3733005]
XX.JMG.2008204000000.BHN[4272320, 4274240]
XX.JMG.2008204000000.BHN[4820365, 4823725]
XX.JMG.2008204000000.BHN[4823545, 4825855]
XX.JMG.2008204000000.BHN[7827955, 7830925]
XX.HSH.2008190000000.BHE[898280, 901100]
XX.HSH.2008190000000.BHE[963035, 965225]
XX.HSH.2008190000000.BHE[1175490, 1177680]
XX.HSH.2008190000000.BHE[1415080, 1416880]
XX.HSH.2008190000000.BHE[1416420, 1419960]
XX.HSH.2008190000000.BHE[1419755, 1421165]
XX.HSH.2008190000000.BHE[1426935, 1428195]
XX.HSH.2008190000000.BHE[1430185, 1433545]
XX.HSH.2008190000000.BHE[1525225, 1529245]
XX.HSH.2008190000000.BHE[1728425, 1730675]
XX.HSH.2008190000000.BHE[2056515, 2057745]
XX.HSH.2008190000000.BHE[2357255, 2361545]
XX.HSH.2008190000000.BHE[2453325, 2457255]
XX.HSH.2008190000000.BHE[2745130, 2746690]
XX.HSH.2008190000000.BHE[2748150, 2749920]
XX.HSH.2008190000000.BHE[2752550, 2757410]
XX.HSH.2008190000000.BHE[3751835, 3753635]
XX.HSH.2008190000000.BHE[3948805, 3951055]
XX.HSH.2008190000000.BHE[4099435, 4104475]
XX.HSH.2008190000000.BHE[4484610, 4486410]
XX.HSH.2008190000000.BHE[5121295, 5123275]
XX.HSH.2008190000000.BHE[5428190, 5431370]
XX.HSH.2008190000000.BHE[6534125, 6535685]
XX.HSH.2008190000000.BHE[7941325, 7944295]
XX.HSH.2008190000000.BHE[8020955, 8022215]
XX.HSH.2008190000000.BHE[8078550, 8080680]
XX.HSH.2008190000000.BHE[8146345, 8151985]
XX.HSH.2008190000000.BHE[8184360, 8187870]
XX.HSH.2008190000000.BHE[8195805, 8199975]
XX.HSH.2008190000000.BHE[8456010, 8459010]
XX.HSH.2008190000000.BHE[8462530, 8464690]
XX.HSH.2008190000000.BHE[8473995, 8476305]
XX.MXI.2008208000000.BHZ[234090, 238110]
XX.MXI.2008208000000.BHZ[571575, 575205]
XX.MXI.2008208000000.BHZ[606955, 608305]
XX.MXI.2008208000000.BHZ[610820, 613490]
XX.MXI.2008208000000.BHZ[615715, 617485]
XX.MXI.2008208000000.BHZ[661655, 667025]
XX.MXI.2008208000000.BHZ[687210, 689130]
XX.MXI.2008208000000.BHZ[701845, 704815]
XX.MXI.2008208000000.BHZ[750270, 752970]
XX.MXI.2008208000000.BHZ[832840, 835030]
XX.MXI.2008208000000.BHZ[867760, 870340]
XX.MXI.2008208000000.BHZ[900045, 903105]
XX.MXI.2008208000000.BHZ[933100, 936370]
XX.MXI.2008208000000.BHZ[969215, 972305]
XX.MXI.2008208000000.BHZ[982055, 985295]
XX.MXI.2008208000000.BHZ[989820, 991890]
XX.MXI.2008208000000.BHZ[1007005, 1008205]
XX.MXI.2008208000000.BHZ[1035440, 1038110]
XX.MXI.2008208000000.BHZ[1038305, 1040765]
XX.MXI.2008208000000.BHZ[1069350, 1071690]
XX.MXI.2008208000000.BHZ[1075885, 1077715]
XX.MXI.2008208000000.BHZ[1077500, 1079090]
XX.MXI.2008208000000.BHZ[1155020, 1156400]
XX.MXI.2008208000000.BHZ[1181350, 1183060]
XX.MXI.2008208000000.BHZ[1216605, 1218105]
XX.MXI.2008208000000.BHZ[1251895, 1254895]
XX.MXI.2008208000000.BHZ[1303695, 1306545]
XX.MXI.2008208000000.BHZ[1336560, 1338210]
XX.MXI.2008208000000.BHZ[1506585, 1509345]
XX.MXI.2008208000000.BHZ[1513720, 1516780]
XX.MXI.2008208000000.BHZ[1516340, 1519220]
XX.MXI.2008208000000.BHZ[1651775, 1655135]
XX.MXI.2008208000000.BHZ[1778635, 1779805]
XX.MXI.2008208000000.BHZ[1780490, 1783010]
XX.MXI.2008208000000.BHZ[1782785, 1784375]
XX.MXI.2008208000000.BHZ[1930455, 1933935]
XX.MXI.2008208000000.BHZ[2089390, 2091250]
XX.MXI.2008208000000.BHZ[2094365, 2096885]
XX.MXI.2008208000000.BHZ[2330270, 2332940]
XX.MXI.2008208000000.BHZ[2340630, 2344590]
XX.MXI.2008208000000.BHZ[2431215, 2432565]
XX.MXI.2008208000000.BHZ[2555005, 2556535]
XX.MXI.2008208000000.BHZ[2556455, 2557925]
XX.MXI.2008208000000.BHZ[2599545, 2605005]
XX.MXI.2008208000000.BHZ[2677280, 2681030]
XX.MXI.2008208000000.BHZ[2837925, 2843025]
XX.MXI.2008208000000.BHZ[2844050, 2847470]
XX.MXI.2008208000000.BHZ[2863225, 2864485]
XX.MXI.2008208000000.BHZ[2897220, 2899260]
XX.MXI.2008208000000.BHZ[2934560, 2935880]
XX.MXI.2008208000000.BHZ[3072835, 3077425]
XX.MXI.2008208000000.BHZ[3078015, 3080175]
XX.MXI.2008208000000.BHZ[3132830, 3134720]
XX.MXI.2008208000000.BHZ[3182295, 3184845]
XX.MXI.2008208000000.BHZ[3201425, 3202925]
XX.MXI.2008208000000.BHZ[3206780, 3209180]
XX.MXI.2008208000000.BHZ[3281875, 3283045]
XX.MXI.2008208000000.BHZ[3283435, 3286015]
XX.MXI.2008208000000.BHZ[3416640, 3418140]
XX.MXI.2008208000000.BHZ[3483585, 3485145]
XX.MXI.2008208000000.BHZ[3589515, 3593655]
XX.MXI.2008208000000.BHZ[3876200, 3877430]
XX.MXI.2008208000000.BHZ[3973305, 3977535]
XX.MXI.2008208000000.BHZ[4018480, 4021000]
XX.MXI.2008208000000.BHZ[4152565, 4155325]
XX.MXI.2008208000000.BHZ[4418020, 4419310]
XX.MXI.2008208000000.BHZ[4420050, 4421250]
XX.MXI.2008208000000.BHZ[4436235, 4438155]
XX.MXI.2008208000000.BHZ[4534440, 4536450]
XX.MXI.2008208000000.BHZ[4574360, 4575650]
XX.MXI.2008208000000.BHZ[4962200, 4964780]
XX.MXI.2008208000000.BHZ[4999150, 5001700]
XX.MXI.2008208000000.BHZ[5585905, 5587255]
XX.MXI.2008208000000.BHZ[5839515, 5841195]
XX.MXI.2008208000000.BHZ[6078410, 6080150]
XX.MXI.2008208000000.BHZ[6080795, 6082025]
XX.MXI.2008208000000.BHZ[6168410, 6172340]
XX.MXI.2008208000000.BHZ[6257335, 6259825]
XX.MXI.2008208000000.BHZ[6279750, 6281880]
XX.MXI.2008208000000.BHZ[6464570, 6466010]
XX.MXI.2008208000000.BHZ[6798770, 6800180]
XX.MXI.2008208000000.BHZ[7392385, 7394395]
XX.MXI.2008208000000.BHZ[7527495, 7528905]
XX.MXI.2008208000000.BHZ[8352345, 8353875]
XX.MXI.2008208000000.BHZ[8445460, 8451730]
XX.JMG.2008197000000.BHE[449675, 451355]
XX.JMG.2008197000000.BHE[1062295, 1064995]
XX.JMG.2008197000000.BHE[1126285, 1128415]
XX.JMG.2008197000000.BHE[2127390, 2129100]
XX.JMG.2008197000000.BHE[2439530, 2441780]
XX.JMG.2008197000000.BHE[2452420, 2453620]
XX.JMG.2008197000000.BHE[2454775, 2456365]
XX.JMG.2008197000000.BHE[2456975, 2458235]
XX.JMG.2008197000000.BHE[2583955, 2585305]
XX.JMG.2008197000000.BHE[2610720, 2613090]
XX.JMG.2008197000000.BHE[3318885, 3322065]
XX.JMG.2008197000000.BHE[4845120, 4847160]
XX.JMG.2008197000000.BHE[5076555, 5079195]
XX.JMG.2008197000000.BHE[5908935, 5910765]
XX.JMG.2008197000000.BHE[6275395, 6276865]
XX.JMG.2008197000000.BHE[7171525, 7172965]
XX.HSH.2008204000000.BHN[536915, 539105]
XX.HSH.2008204000000.BHN[541810, 545110]
XX.HSH.2008204000000.BHN[1062895, 1066045]
XX.HSH.2008204000000.BHN[3224825, 3226535]
XX.HSH.2008204000000.BHN[3574775, 3583205]
XX.HSH.2008204000000.BHN[3774610, 3777820]
XX.HSH.2008204000000.BHN[4882295, 4883615]
XX.HSH.2008204000000.BHN[8604580, 8607820]
XX.JJS.2008190000000.BHE[302155, 303865]
XX.JJS.2008190000000.BHE[818855, 820415]
XX.JJS.2008190000000.BHE[930825, 933675]
XX.JJS.2008190000000.BHE[1628305, 1629565]
XX.JJS.2008190000000.BHE[2800155, 2806365]
XX.JJS.2008190000000.BHE[2806540, 2807950]
XX.JJS.2008190000000.BHE[2809385, 2810585]
XX.JJS.2008190000000.BHE[2812000, 2813260]
XX.JJS.2008190000000.BHE[2827805, 2830895]
XX.JJS.2008190000000.BHE[2863420, 2865490]
XX.JJS.2008190000000.BHE[3197815, 3199045]
XX.JJS.2008190000000.BHE[3983180, 3985010]
XX.JJS.2008190000000.BHE[4420855, 4426795]
XX.JJS.2008190000000.BHE[4427145, 4429605]
XX.JJS.2008190000000.BHE[4483580, 4485680]
XX.JJS.2008190000000.BHE[4492795, 4497085]
XX.JJS.2008190000000.BHE[4690610, 4692470]
XX.JJS.2008190000000.BHE[5332845, 5334345]
XX.JJS.2008190000000.BHE[5462690, 5463860]
XX.JJS.2008190000000.BHE[5833210, 5834560]
XX.JJS.2008190000000.BHE[6224310, 6225570]
XX.JJS.2008190000000.BHE[6821035, 6822895]
XX.JJS.2008190000000.BHE[8174650, 8176420]
XX.JJS.2008190000000.BHE[8431245, 8432595]
XX.JMG.2008210000000.BHZ[131965, 133405]
XX.JMG.2008210000000.BHZ[334640, 337940]
XX.JMG.2008210000000.BHZ[342075, 345435]
XX.JMG.2008210000000.BHZ[735805, 739465]
XX.JMG.2008210000000.BHZ[3334130, 3336680]
XX.JMG.2008210000000.BHZ[4688065, 4690105]
XX.JMG.2008210000000.BHZ[7889660, 7892600]
XX.JMG.2008210000000.BHZ[8609120, 8612780]
XX.HSH.2008197000000.BHE[175645, 177505]
XX.HSH.2008197000000.BHE[257835, 261105]
XX.HSH.2008197000000.BHE[363630, 365010]
XX.HSH.2008197000000.BHE[1204870, 1208740]
XX.HSH.2008197000000.BHE[1227600, 1229010]
XX.HSH.2008197000000.BHE[2196545, 2197955]
XX.HSH.2008197000000.BHE[2591705, 2598035]
XX.HSH.2008197000000.BHE[2969055, 2970795]
XX.HSH.2008197000000.BHE[3156215, 3157715]
XX.HSH.2008197000000.BHE[3260260, 3261640]
XX.HSH.2008197000000.BHE[3415765, 3419095]
XX.HSH.2008197000000.BHE[3418480, 3422380]
XX.HSH.2008197000000.BHE[3442865, 3444095]
XX.HSH.2008197000000.BHE[3464725, 3468475]
XX.HSH.2008197000000.BHE[3825920, 3830060]
XX.HSH.2008197000000.BHE[3906995, 3908255]
XX.HSH.2008197000000.BHE[4090330, 4094770]
XX.HSH.2008197000000.BHE[4648795, 4652365]
XX.HSH.2008197000000.BHE[4802185, 4804255]
XX.HSH.2008197000000.BHE[4833510, 4836690]
XX.HSH.2008197000000.BHE[4889845, 4892575]
XX.HSH.2008197000000.BHE[4937060, 4939040]
XX.HSH.2008197000000.BHE[5897490, 5902380]
XX.HSH.2008197000000.BHE[7725205, 7726765]
XX.HSH.2008197000000.BHE[8124570, 8126340]
XX.JJS.2008204000000.BHN[111775, 114175]
XX.JJS.2008204000000.BHN[1358725, 1360075]
XX.JJS.2008204000000.BHN[1456010, 1458650]
XX.JJS.2008204000000.BHN[1458245, 1460885]
XX.JJS.2008204000000.BHN[1460630, 1462370]
XX.JJS.2008204000000.BHN[1500085, 1501705]
XX.JJS.2008204000000.BHN[2659225, 2663125]
XX.JJS.2008204000000.BHN[2795390, 2798900]
XX.JJS.2008204000000.BHN[3196760, 3200030]
XX.JJS.2008204000000.BHN[3470650, 3473500]
XX.JJS.2008204000000.BHN[3688235, 3693215]
