GS.WDT.2008215000000.BHN|[]
XX.HSH.2008196000000.BHN|[[17975, 19550], [30630, 33430], [36155, 38530], [85045, 86320], [86360, 89585], [97590, 101540], [110435, 120160], [128515, 129940], [168745, 171520], [204760, 209660], [450305, 453380], [857755, 860480], [881130, 883780], [949115, 951040], [1068285, 1073260], [1088960, 1095235], [1138915, 1140115], [1152525, 1156850], [1218355, 1221555], [1561920, 1563170], [1857080, 1859755], [1914600, 1919950], [1992875, 1994175], [2007705, 2009130], [2290705, 2293205], [2717595, 2719095], [2842220, 2843720], [2957655, 2958680], [2975275, 2978475], [3101810, 3106760], [3140345, 3143870], [3266075, 3267625], [3369440, 3370440], [3410445, 3412920], [3673005, 3677180], [3710775, 3716950], [3940080, 3943280], [3952365, 3955090], [3975215, 3976865], [3977955, 3980655], [4019085, 4024260], [4105470, 4107645], [4259230, 4260630], [4282995, 4285745], [4478565, 4480215], [4671095, 4677245], [4722675, 4723850], [4903735, 4905235], [5110475, 5111650], [5126175, 5127425], [5580470, 5582220], [5669615, 5670865], [5701255, 5703380], [5811125, 5815075], [6083700, 6087950], [6492550, 6493550], [6569100, 6570750], [6812165, 6814565], [6858805, 6861930], [6879035, 6883985], [7008410, 7010985], [7181300, 7200525], [7200575, 7203825], [7386580, 7387630], [7982020, 7985945], [8001535, 8005785], [8420970, 8422545], [8434485, 8436235], [8449000, 8457050], [8477390, 8479915], [8504980, 8507930], [8554360, 8555535]]
XX.JJS.2008196000000.BHN|[[17205, 18930], [97010, 100685], [109970, 128470], [170280, 172055], [183080, 184480], [208525, 210050], [450635, 452460], [881690, 883790], [1067835, 1073235], [1088530, 1098780], [1152255, 1155730], [1466965, 1468390], [1471115, 1472590], [1594190, 1599015], [1710265, 1713615], [1915295, 1921720], [2046665, 2053340], [2312365, 2313515], [2580905, 2583055], [2718045, 2719220], [2975715, 2977690], [3093280, 3095030], [3095060, 3096535], [3154440, 3160565], [3672560, 3676810], [3710310, 3714960], [4018945, 4027220], [4284045, 4285745], [4671255, 4678105], [4776400, 4777800], [5059705, 5065505], [5492495, 5493520], [5811995, 5814895], [6086700, 6087775], [6301545, 6303395], [6682135, 6685185], [6880615, 6885840], [7008250, 7010075], [7181015, 7199690], [7199720, 7202620], [7386825, 7388150], [7981280, 7985155], [8001155, 8007530], [8448730, 8459655], [8477770, 8478995]]
XX.MXI.2008195000000.BHE|[[52565, 54265], [91525, 92525], [92775, 94275], [164350, 169150], [184955, 187305], [187335, 190635], [226605, 229580], [234935, 235985], [245225, 250375], [329390, 330840], [384820, 387570], [411200, 412175], [426325, 428125], [478060, 479785], [479820, 480995], [503145, 505195], [512800, 521650], [587450, 589225], [613500, 615700], [624855, 627280], [631465, 636190], [656170, 659820], [681415, 682840], [695885, 697160], [778500, 779900], [785935, 788185], [994415, 996015], [1005285, 1006785], [1016755, 1017805], [1065515, 1067365], [1095620, 1096995], [1123535, 1126260], [1128690, 1129690], [1150560, 1154160], [1171840, 1173515], [1203845, 1205095], [1391745, 1394370], [1487385, 1488585], [1498970, 1501520], [1542085, 1543935], [1581220, 1582945], [1582980, 1584355], [1617270, 1618345], [1648885, 1650860], [1710805, 1711855], [1749880, 1751605], [1758675, 1760800], [1792110, 1793385], [1813725, 1815425], [1853390, 1860140], [1884525, 1887400], [1924435, 1925610], [2025580, 2026805], [2038670, 2040645], [2050465, 2053165], [2062695, 2063995], [2082495, 2083995], [2141715, 2143040], [2145080, 2146455], [2198965, 2201640], [2213720, 2220295], [2235265, 2242840], [2287190, 2288540], [2335355, 2337430], [2353855, 2357430], [2414235, 2416560], [2473495, 2476720], [2505355, 2506355], [2565620, 2570270], [2635705, 2637705], [2651915, 2655990], [2668765, 2671090], [2722960, 2724835], [2738130, 2739655], [2812170, 2813195], [2833325, 2835450], [2905015, 2907015], [2913200, 2915150], [2923825, 2924850], [2947350, 2948425], [2964280, 2965330], [2986760, 2987985], [2996350, 3001525], [3025525, 3028425], [3030660, 3032885], [3052105, 3054155], [3102770, 3104420], [3113410, 3114635], [3126010, 3129010], [3154415, 3155590], [3183380, 3184455], [3187915, 3189340], [3205585, 3207810], [3215790, 3216790], [3223405, 3225855], [3357865, 3360515], [3373150, 3376325], [3395080, 3396630], [3483195, 3486045], [3526515, 3527565], [3527595, 3529470], [3562605, 3564055], [3638720, 3641745], [3647345, 3649720], [3683870, 3689595], [3752985, 3755410], [3794345, 3797070], [3832890, 3835790], [3923215, 3924340], [3991235, 3992210], [3998015, 4000390], [4003410, 4012610], [4015460, 4017635], [4017670, 4019020], [4019070, 4023620], [4023655, 4026780], [4026815, 4028265], [4029955, 4034430], [4035995, 4037520], [4077175, 4081175], [4105450, 4108150], [4132350, 4135775], [4147935, 4150985], [4206095, 4208195], [4210270, 4212395], [4216785, 4220785], [4649325, 4650875], [4665355, 4666605], [4686605, 4692580], [4765090, 4766765], [4895885, 4897335], [4929565, 4930815], [4968495, 4973120], [5000540, 5004215], [5005310, 5006310], [5122470, 5123845], [5193310, 5198160], [5246220, 5248370], [5328460, 5330285], [5338950, 5341575], [5393365, 5394765], [5417990, 5419265], [5476815, 5478840], [5514410, 5520235], [5547235, 5548660], [5569260, 5571760], [5575695, 5576695], [5611760, 5613085], [5666070, 5667070], [5679865, 5682040], [5682290, 5683315], [5736070, 5737820], [5826120, 5835345], [5840390, 5848790], [5848840, 5849840], [5849880, 5851080], [5925070, 5927570], [5927600, 5928575], [5959880, 5962680], [6045320, 6049445], [6061495, 6065070], [6107115, 6112215], [6125350, 6129500], [6153035, 6158610], [6164665, 6165765], [6187840, 6188940], [6196030, 6197005], [6276335, 6278810], [6342925, 6344300], [6401015, 6403440], [6417570, 6423020], [6442170, 6444695], [6480100, 6482475], [6491215, 6492540], [6511915, 6514390], [6613375, 6615600], [6621835, 6624710], [6648270, 6650020], [6662110, 6665760], [6690430, 6691405], [6850895, 6855345], [6906410, 6907585], [6923700, 6929100], [7022200, 7023300], [7106740, 7107765], [7183225, 7185025], [7215295, 7221695], [7504095, 7505095], [7560415, 7561765], [7564450, 7566025], [7596305, 7597705], [7599900, 7601900], [7631970, 7635995], [7640705, 7643180], [7667780, 7671180], [7682665, 7683940], [7779755, 7785980], [7849345, 7850320], [7975650, 7977450], [8056225, 8057275], [8060115, 8064290], [8071635, 8073410], [8125550, 8127100], [8182550, 8183950], [8336600, 8337800], [8339910, 8342010], [8360990, 8363015], [8421750, 8425200], [8517640, 8521790], [8592305, 8594830]]
XX.JMG.2008196000000.BHZ|[[13475, 18350], [108120, 123595], [179250, 183225], [427765, 431490], [600540, 602465], [628970, 631870], [764280, 767155], [1068695, 1074520], [1088970, 1095970], [1153175, 1157175], [1194075, 1199325], [1227230, 1230030], [1466750, 1469525], [1567375, 1570850], [1706430, 1712355], [1741175, 1743525], [1755405, 1757380], [1916810, 1918335], [1919075, 1921525], [2044000, 2051900], [2128675, 2130850], [2213650, 2215900], [2322440, 2325365], [2978345, 2979745], [3402425, 3405775], [3674025, 3678050], [3711710, 3716735], [3740200, 3743325], [3749000, 3752125], [4020730, 4026255], [4119655, 4121880], [4672920, 4678970], [4773110, 4777560], [5057700, 5064000], [5480080, 5483255], [5489090, 5492740], [5568520, 5570420], [5812645, 5817045], [6170150, 6172975], [6296660, 6301310], [6500655, 6503605], [6677460, 6683035], [6882080, 6883455], [6884490, 6886240], [7011015, 7012265], [7015195, 7017695], [7181850, 7204875], [7287175, 7290325], [7766300, 7768400], [7982820, 7984645], [7984685, 7986760], [8002000, 8007900], [8217080, 8219230], [8445130, 8447955], [8450005, 8458155]]
XX.HSH.2008196000000.BHZ|[[31205, 33280], [85045, 87245], [97575, 101075], [110410, 118785], [169580, 171830], [204760, 209110], [450285, 453135], [858495, 860245], [1068300, 1072050], [1088960, 1093885], [1152545, 1155420], [1218450, 1220775], [1857075, 1859600], [1914675, 1919700], [2291625, 2292650], [2975220, 2978020], [3101945, 3104520], [3673005, 3676230], [3710775, 3715000], [3940065, 3942815], [4019055, 4023505], [4105445, 4107470], [4282555, 4285630], [4478730, 4479905], [4671070, 4675970], [5580480, 5581730], [5669690, 5670690], [5811115, 5814590], [6083715, 6088040], [6812155, 6814555], [6858785, 6861360], [6879035, 6884285], [7008125, 7010750], [7181270, 7194545], [7194575, 7199000], [7982010, 7985410], [8001515, 8005290], [8449045, 8456320], [8477145, 8479695]]
XX.JJS.2008196000000.BHZ|[[15315, 16315], [16430, 18405], [96990, 100315], [109965, 123590], [449775, 452975], [1067815, 1072290], [1088515, 1095865], [1152220, 1155970], [1708495, 1709920], [1709970, 1712120], [1915220, 1920095], [2046575, 2052825], [3154475, 3156675], [3672505, 3676280], [3710295, 3714995], [4018955, 4025155], [4284155, 4285280], [4671195, 4677370], [5060675, 5064425], [5810940, 5814990], [6682115, 6684015], [6880615, 6885165], [7180980, 7202980], [7981275, 7985050], [8001130, 8006355], [8448710, 8459035], [8477420, 8479095]]
XX.MXI.2008195000000.BHN|[[92780, 94380], [164350, 168900], [181675, 182925], [184985, 186910], [186960, 191085], [226650, 230000], [245250, 250500], [384850, 387125], [411405, 412430], [426015, 427865], [478075, 480200], [503130, 505480], [512795, 520770], [587445, 589170], [592320, 593620], [594765, 596640], [613925, 615725], [624920, 626645], [631455, 635630], [656160, 659360], [681375, 682675], [695820, 696970], [717250, 718375], [778190, 779740], [785955, 788580], [788685, 789860], [994405, 995605], [1005260, 1006360], [1016745, 1018395], [1065550, 1067725], [1123535, 1126335], [1149880, 1154380], [1171940, 1173515], [1203780, 1204780], [1276435, 1277635], [1391730, 1394230], [1441980, 1443580], [1498955, 1501780], [1542085, 1543785], [1582000, 1584500], [1612725, 1614525], [1617200, 1618400], [1633690, 1634665], [1649640, 1651115], [1692595, 1693870], [1750005, 1751780], [1754670, 1756070], [1758675, 1760875], [1792200, 1794175], [1813725, 1815150], [1853370, 1858920], [1859090, 1860215], [1884505, 1887405], [1911200, 1912250], [1924445, 1925820], [2005805, 2006780], [2025965, 2027140], [2038670, 2040670], [2050475, 2052850], [2059915, 2060940], [2062180, 2064080], [2082415, 2083990], [2141740, 2143015], [2162355, 2163555], [2198955, 2201480], [2213720, 2220020], [2235265, 2243065], [2287125, 2288400], [2335340, 2337390], [2354145, 2357520], [2414215, 2416190], [2473495, 2475945], [2550320, 2551345], [2565605, 2569805], [2635705, 2637905], [2651915, 2656065], [2668990, 2670240], [2722985, 2724635], [2812030, 2813205], [2833310, 2836010], [2905040, 2906515], [2947285, 2948460], [2996300, 3001200], [3024935, 3028360], [3029610, 3030860], [3030965, 3032915], [3051915, 3052990], [3102845, 3104445], [3113395, 3114620], [3126010, 3128310], [3154300, 3155525], [3187905, 3189005], [3205610, 3207410], [3223475, 3225825], [3227880, 3229130], [3357845, 3360570], [3374635, 3376160], [3395015, 3396640], [3499800, 3500850], [3526555, 3529355], [3562320, 3563570], [3638720, 3641895], [3647350, 3649775], [3683870, 3690020], [3753065, 3755215], [3794360, 3797285], [3832875, 3835800], [3923265, 3924465], [3998225, 4000400], [4003350, 4013325], [4015625, 4017925], [4017970, 4022845], [4022885, 4028360], [4029940, 4031365], [4032900, 4036275], [4077180, 4081455], [4105425, 4108775], [4132340, 4135840], [4147585, 4150860], [4205140, 4208290], [4210260, 4211310], [4216680, 4220580], [4649275, 4650975], [4665355, 4666505], [4686620, 4692420], [4765205, 4766605], [4802705, 4803730], [4895880, 4897655], [4929575, 4930900], [4968520, 4972045], [5000545, 5004145], [5122515, 5124765], [5193310, 5198210], [5246220, 5248370], [5328640, 5330440], [5338935, 5340935], [5393360, 5394585], [5417910, 5419310], [5430100, 5431600], [5476815, 5478540], [5514410, 5520460], [5547215, 5548765], [5569255, 5571555], [5575715, 5577065], [5611760, 5613035], [5679885, 5682260], [5682290, 5683315], [5735970, 5737495], [5826125, 5835200], [5840415, 5849715], [5925070, 5928470], [5959880, 5962405], [6045315, 6049340], [6061480, 6064905], [6107130, 6112330], [6125360, 6130035], [6153050, 6157800], [6157840, 6159690], [6187870, 6188895], [6276345, 6279420], [6342945, 6344195], [6401015, 6403440], [6416870, 6417995], [6418025, 6423400], [6442170, 6444520], [6480080, 6481305], [6511925, 6514000], [6613380, 6615980], [6621850, 6624725], [6648260, 6649585], [6662110, 6666260], [6690435, 6691660], [6850870, 6854595], [6906325, 6907675], [6923680, 6929280], [7106750, 7107725], [7183210, 7185160], [7215295, 7221620], [7504110, 7505260], [7560415, 7562240], [7564455, 7565880], [7596305, 7597655], [7599905, 7601605], [7631950, 7636075], [7640705, 7642955], [7667790, 7670965], [7682665, 7683890], [7779735, 7785835], [7974705, 7977055], [8056285, 8057460], [8060140, 8063590], [8071625, 8073675], [8081325, 8082850], [8125550, 8127175], [8182570, 8184020], [8340260, 8342660], [8360980, 8363305], [8421755, 8424305], [8460780, 8462030], [8517620, 8521570], [8556660, 8557685], [8592300, 8595425]]
XX.JMG.2008197000000.BHE|[[48490, 52440], [165395, 166720], [175095, 176295], [176325, 178675], [223095, 227745], [367475, 368500], [449955, 451355], [938635, 943885], [976230, 978705], [1062745, 1064995], [1126640, 1128415], [1318815, 1320365], [1322110, 1323410], [1537260, 1540760], [1621700, 1625000], [1625045, 1630820], [1732875, 1736000], [1773035, 1775760], [1784705, 1787630], [2127675, 2129100], [2157225, 2160050], [2285380, 2287730], [2292725, 2293950], [2295495, 2300120], [2401695, 2404620], [2439905, 2441780], [2452620, 2453620], [2455040, 2456365], [2457185, 2458235], [2498015, 2504190], [2560460, 2564485], [2584180, 2585305], [2585705, 2586980], [2597200, 2601250], [2611115, 2613090], [2631710, 2633235], [2662890, 2664215], [2704425, 2706050], [2788260, 2795335], [2824580, 2825880], [2968630, 2969955], [2969990, 2971840], [3109735, 3110835], [3127370, 3129845], [3263635, 3266585], [3319415, 3322065], [3400895, 3426720], [3431195, 3432195], [3678015, 3680490], [3973525, 3974900], [4390780, 4392555], [4456620, 4458270], [4508125, 4509175], [4591395, 4593245], [4628665, 4630940], [4649210, 4653085], [4723635, 4725660], [4799900, 4805375], [4835590, 4844390], [4845460, 4847160], [4865970, 4873545], [4886960, 4888410], [4939010, 4942560], [5006045, 5007095], [5076995, 5079195], [5137685, 5147635], [5167620, 5169020], [5325230, 5329130], [5359495, 5363220], [5488880, 5491405], [5743495, 5745895], [5842620, 5847295], [5852705, 5854355], [5855095, 5860045], [5892030, 5895005], [5909240, 5910765], [6104990, 6111865], [6275640, 6276865], [6419500, 6422650], [6567750, 6570125], [6879025, 6885125], [6892090, 6898340], [6935600, 6940100], [7171765, 7172965], [7173010, 7174560], [7179575, 7185625], [7208030, 7209805], [7271300, 7274675], [7446965, 7449665], [7470070, 7471795], [7915475, 7925600], [8036865, 8041065], [8098465, 8101565], [8120430, 8129305], [8176095, 8181120], [8192490, 8197790]]
XX.HSH.2008197000000.BHE|[[47645, 51170], [114830, 116505], [175955, 177505], [258380, 261105], [273890, 275265], [327255, 328405], [360515, 363115], [363860, 365010], [458120, 459220], [750430, 751630], [783130, 784505], [818825, 821225], [882665, 884640], [895155, 897830], [937075, 942300], [992520, 993495], [1033575, 1035275], [1122790, 1126815], [1205515, 1208740], [1227835, 1229010], [1313870, 1318445], [1624200, 1628300], [1962525, 1964350], [2192220, 2195720], [2196780, 2197955], [2290700, 2292700], [2482855, 2484880], [2592760, 2598035], [2662445, 2663420], [2787375, 2793750], [2928515, 2929815], [2969345, 2970795], [3156465, 3157715], [3260490, 3261640], [3287725, 3290150], [3361300, 3362375], [3400085, 3416285], [3416320, 3419095], [3419130, 3422380], [3443070, 3444095], [3447140, 3448190], [3465350, 3468475], [3675420, 3678345], [3771510, 3772860], [3826610, 3830060], [3867940, 3871440], [3907205, 3908255], [3970225, 3972500], [4082360, 4085185], [4091070, 4094770], [4130040, 4131190], [4411475, 4414225], [4416585, 4417985], [4454845, 4457295], [4464645, 4465995], [4649390, 4652365], [4802530, 4804255], [4834040, 4836690], [4836730, 4843630], [4864595, 4870220], [4890300, 4892575], [4923710, 4924910], [4937390, 4939040], [5001915, 5005165], [5138030, 5145405], [5165580, 5167830], [5231090, 5232565], [5311185, 5314785], [5325690, 5331265], [5584665, 5586065], [5671590, 5673215], [5898305, 5902380], [6082090, 6083115], [6450210, 6451235], [6701865, 6703665], [6877655, 6883580], [6887235, 6889260], [6893295, 6896595], [6934175, 6938225], [7076575, 7078650], [7177685, 7182660], [7466425, 7470150], [7571550, 7572800], [7689490, 7691315], [7725465, 7726765], [7917915, 7923965], [7954890, 7957090], [8086635, 8088085], [8124865, 8126340], [8192155, 8195055], [8213335, 8216460], [8554860, 8556435], [8614865, 8615890]]
XX.JJS.2008197000000.BHE|[[48465, 51065], [175715, 178290], [227560, 229535], [360885, 362935], [936940, 944115], [1122470, 1125670], [1315055, 1319405], [1321305, 1322280], [1337340, 1338515], [1476410, 1479410], [1624835, 1628010], [2482660, 2484810], [2501770, 2503195], [2563955, 2565680], [2599305, 2600280], [2787140, 2793515], [3386730, 3392205], [3399605, 3428755], [3429805, 3431755], [3675440, 3677565], [3871430, 3872855], [4044340, 4045340], [4345210, 4346710], [4413445, 4414945], [4454810, 4456110], [4649055, 4652430], [4802240, 4804890], [4832305, 4845680], [4864320, 4869945], [4869975, 4871775], [5002875, 5004375], [5137775, 5147350], [5154530, 5159080], [5164810, 5166860], [5312370, 5314795], [5325205, 5327305], [5362585, 5364710], [5584940, 5586065], [5844995, 5847045], [5860150, 5861625], [6082210, 6083360], [6106980, 6108280], [6108320, 6111545], [6701790, 6703415], [6877180, 6884430], [6886840, 6889015], [6892670, 6897195], [6933800, 6938850], [7075165, 7078865], [7177930, 7183205], [7272190, 7273465], [7465945, 7469695], [7917135, 7927260], [8041155, 8042230], [8122085, 8127210], [8178550, 8180300], [8191720, 8196395], [8275065, 8277340], [8331000, 8332275], [8615035, 8616260]]
